commercial_area,sex,total_sales
체부동홍종문가옥,MALE,33174920.0
체부동홍종문가옥,FEMALE,111455110.0
"총신대입구역(이수, 총신대)",MALE,63245310540.0
"총신대입구역(이수, 총신대)",FEMALE,46594025880.0
총신대학교,MALE,4877081.0
총신대학교,FEMALE,5978149.0
촬영소사거리,MALE,2824530791.0
촬영소사거리,FEMALE,1196294539.0
충무로역,MALE,47621977827.0
충무로역,FEMALE,32300504576.0
충무초등학교,MALE,1313155080.0
충무초등학교,FEMALE,618907341.0
충신시장옆,MALE,890430472.0
충신시장옆,FEMALE,400606446.0
충정로역,MALE,3742243269.0
충정로역,FEMALE,3716913559.0
충정로역 3번,MALE,2617601988.0
충정로역 3번,FEMALE,2051269175.0
충정로역 6번,MALE,2723808556.0
충정로역 6번,FEMALE,1817020508.0
충정로현대아파트,MALE,1191219115.0
충정로현대아파트,FEMALE,745468246.0
코엑스,MALE,19212359970.0
코엑스,FEMALE,18955435716.0
큰굴다리,MALE,349580346.0
큰굴다리,FEMALE,191379750.0
태능엔터피아(태릉시장),MALE,305277007.0
태능엔터피아(태릉시장),FEMALE,173112356.0
태릉시장 특화거리,MALE,4629756316.0
태릉시장 특화거리,FEMALE,2291743383.0
태릉입구역,MALE,13263569243.0
태릉입구역,FEMALE,9290804899.0
태릉입구역 4번,MALE,502798835.0
태릉입구역 4번,FEMALE,562359157.0
텃골근린공원,MALE,443389348.0
텃골근린공원,FEMALE,367798758.0
테크노상가(엘리시움),MALE,390238056.0
테크노상가(엘리시움),FEMALE,1007646098.0
통인시장,MALE,5693527016.0
통인시장,FEMALE,6853090081.0
퇴계로5가,MALE,3012100462.0
퇴계로5가,FEMALE,1702995895.0
투구봉어린이공원,MALE,179423531.0
투구봉어린이공원,FEMALE,150774973.0
평창동동측,MALE,344272458.0
평창동동측,FEMALE,338317607.0
평창동서측,MALE,814485642.0
평창동서측,FEMALE,1017972201.0
포방터시장,MALE,1309846810.0
포방터시장,FEMALE,1089279748.0
포스코사거리,MALE,85964158270.0
포스코사거리,FEMALE,46890015060.0
포이사거리(삼호물산),MALE,31964972830.0
포이사거리(삼호물산),FEMALE,18058839673.0
포이초등학교(개포목련어린이공원),MALE,1848015960.0
포이초등학교(개포목련어린이공원),FEMALE,976783902.0
푸른동산공원,MALE,682970255.0
푸른동산공원,FEMALE,291532386.0
푸른들청소년도서관,MALE,7404930161.0
푸른들청소년도서관,FEMALE,4836778107.0
풍납시장,MALE,3553363548.0
풍납시장,FEMALE,2271001430.0
하나고등학교,MALE,275146516.0
하나고등학교,FEMALE,431754672.0
하나은행 망우동지점,MALE,6607367629.0
하나은행 망우동지점,FEMALE,3874083938.0
학동근린공원,MALE,30699864.0
학동근린공원,FEMALE,49120772.0
학동사거리,MALE,56668750372.0
학동사거리,FEMALE,41609395664.0
학동역,MALE,27117613492.0
학동역,FEMALE,17658976446.0
학동초등학교,MALE,176108286.0
학동초등학교,FEMALE,109364895.0
한강로동땡땡거리(은행나무길),MALE,10966796719.0
한강로동땡땡거리(은행나무길),FEMALE,9234321081.0
한강미주맨션아파트,MALE,2811072831.0
한강미주맨션아파트,FEMALE,1474758984.0
한강성심병원,MALE,2510216653.0
한강성심병원,FEMALE,1024915772.0
한강진역 3번,MALE,5380056796.0
한강진역 3번,FEMALE,6740117591.0
한겨레신문사,MALE,1502194158.0
한겨레신문사,FEMALE,1240292537.0
한국SGI본부,MALE,26144030733.0
한국SGI본부,FEMALE,14675021525.0
한국교통안전공단 강남자동차검사소,MALE,40051595.0
한국교통안전공단 강남자동차검사소,FEMALE,11777746.0
한국상담대학원대학교,MALE,786986128.0
한국상담대학원대학교,FEMALE,469083649.0
한국의류시험연구원,MALE,1007039484.0
한국의류시험연구원,FEMALE,625538677.0
한국폴리텍대학서울정수캠퍼스,MALE,2526079830.0
한국폴리텍대학서울정수캠퍼스,FEMALE,1753103165.0
한남IC,MALE,2353877271.0
한남IC,FEMALE,1558534273.0
한남오거리,MALE,39991812450.0
한남오거리,FEMALE,28159762878.0
한남힐사이드아파트,MALE,280125567.0
한남힐사이드아파트,FEMALE,739476977.0
한성대입구역,MALE,12492273992.0
한성대입구역,FEMALE,11518679931.0
한성대입구역 3번,MALE,3048561170.0
한성대입구역 3번,FEMALE,2158735950.0
한성대입구역 5번,MALE,1119905287.0
한성대입구역 5번,FEMALE,1525359793.0
한성백제역 3번,MALE,2770449813.0
한성백제역 3번,FEMALE,2462497406.0
한아름시장,MALE,532552211.0
한아름시장,FEMALE,447140992.0
한양공고앞 교차로,MALE,517549629.0
한양공고앞 교차로,FEMALE,229806180.0
"한양대앞상점가(한양시장, 왕십리맛골목)",MALE,17329773291.0
"한양대앞상점가(한양시장, 왕십리맛골목)",FEMALE,11512937494.0
한양대역 4번,MALE,804700168.0
한양대역 4번,FEMALE,522853999.0
한영중고,MALE,3241154730.0
한영중고,FEMALE,2996515119.0
한울중학교,MALE,3271933652.0
한울중학교,FEMALE,2513874902.0
한일병원,MALE,752676908.0
한일병원,FEMALE,735772059.0
한티역,MALE,23887748591.0
한티역,FEMALE,21361759261.0
합정역,MALE,43522851274.0
합정역,FEMALE,39629735154.0
합정역 8번,MALE,16593119749.0
합정역 8번,FEMALE,12712510535.0
해방촌 남동측,MALE,7845174852.0
해방촌 남동측,FEMALE,8454546407.0
해방촌예술마을,MALE,422269035.0
해방촌예술마을,FEMALE,573234980.0
해오름공원,MALE,1941505406.0
해오름공원,FEMALE,1086014448.0
행당시장상점가,MALE,17468855783.0
행당시장상점가,FEMALE,12053033054.0
행당역 2번,MALE,3823307810.0
행당역 2번,FEMALE,3112784282.0
혜원여고,MALE,1873105002.0
혜원여고,FEMALE,868169171.0
혜화역 1번,MALE,508756151.0
혜화역 1번,FEMALE,738220285.0
혜회동주민센터,MALE,2613652753.0
혜회동주민센터,FEMALE,2644850210.0
호림박물관(성보고등학교),MALE,254389146.0
호림박물관(성보고등학교),FEMALE,94650863.0
홍대 걷고싶은 거리,MALE,32440132568.0
홍대 걷고싶은 거리,FEMALE,39712354383.0
홍대땡땡거리,MALE,12516942061.0
홍대땡땡거리,FEMALE,10404359771.0
홍대부속여중고앞,MALE,3078997725.0
홍대부속여중고앞,FEMALE,2208456405.0
홍대부중,MALE,1041452106.0
홍대부중,FEMALE,1522192474.0
홍대소상공인상점가,MALE,15598556044.0
홍대소상공인상점가,FEMALE,20462959358.0
홍대입구역 3번,MALE,9324078187.0
홍대입구역 3번,FEMALE,12108973259.0
홍대입구역(홍대),MALE,159196030871.0
홍대입구역(홍대),FEMALE,165339307397.0
홍릉시장,MALE,2046353359.0
홍릉시장,FEMALE,903460620.0
홍연시장,MALE,364759340.0
홍연시장,FEMALE,295015330.0
홍은종합사회복지관,MALE,1164880656.0
홍은종합사회복지관,FEMALE,1123547243.0
홍익대,MALE,295188161.0
홍익대,FEMALE,353865727.0
홍익지구대,MALE,2418889563.0
홍익지구대,FEMALE,1445331596.0
홍제3동주민센터,MALE,3669542017.0
홍제3동주민센터,FEMALE,2486177851.0
홍제역,MALE,14069466250.0
홍제역,FEMALE,10188528641.0
홍제역 2번,MALE,1583761181.0
홍제역 2번,FEMALE,974543212.0
홍제역 3번,MALE,64159534.0
홍제역 3번,FEMALE,30205303.0
홍제역 4번,MALE,3874503350.0
홍제역 4번,FEMALE,2489480208.0
홍파초등학교,MALE,131161015.0
홍파초등학교,FEMALE,66750272.0
화계역 2번,MALE,123069024.0
화계역 2번,FEMALE,62016261.0
화계중학교,MALE,151634484.0
화계중학교,FEMALE,171381649.0
화곡2동주민센터,MALE,2891114971.0
화곡2동주민센터,FEMALE,2190303177.0
화곡4동주민센터,MALE,864484672.0
화곡4동주민센터,FEMALE,561489883.0
화곡보람2차아파트,MALE,219572636.0
화곡보람2차아파트,FEMALE,109746888.0
화곡본동시장,MALE,7407799227.0
화곡본동시장,FEMALE,4815678419.0
화곡역,MALE,24861688947.0
화곡역,FEMALE,20479968517.0
화곡역 2번,MALE,607265027.0
화곡역 2번,FEMALE,427686020.0
화곡역 4번,MALE,5140401512.0
화곡역 4번,FEMALE,3442782677.0
화곡역 5번,MALE,1762244943.0
화곡역 5번,FEMALE,748645794.0
화곡중앙시장,MALE,1388868766.0
화곡중앙시장,FEMALE,975236780.0
화곡초등학교,MALE,3151322389.0
화곡초등학교,FEMALE,1827903659.0
화랑대역 7번,MALE,1041038767.0
화랑대역 7번,FEMALE,888525604.0
화랑대철도공원,MALE,416698077.0
화랑대철도공원,FEMALE,573593598.0
화양사거리,MALE,4732104887.0
화양사거리,FEMALE,2601144136.0
화양제일골목시장,MALE,3092997407.0
화양제일골목시장,FEMALE,2181701298.0
화원어린이공원,MALE,230843078.0
화원어린이공원,FEMALE,120345975.0
화원중학교,MALE,2958671705.0
화원중학교,FEMALE,1737164369.0
황학동벼룩시장,MALE,546680494.0
황학동벼룩시장,FEMALE,226137722.0
황학동주방가구거리상점가,MALE,786323267.0
황학동주방가구거리상점가,FEMALE,467896211.0
"황학시장(서울중앙시장, 신중앙시장)",MALE,4370360470.0
"황학시장(서울중앙시장, 신중앙시장)",FEMALE,2942503629.0
황학코아루아파트,MALE,3367679391.0
황학코아루아파트,FEMALE,2376702989.0
회기시장,MALE,2099149089.0
회기시장,FEMALE,1919945133.0
회기역,MALE,12211333232.0
회기역,FEMALE,8914878553.0
회기역 1번,MALE,514020094.0
회기역 1번,FEMALE,351570655.0
회기역 2번,MALE,87906610.0
회기역 2번,FEMALE,32212944.0
회현역,MALE,9803759384.0
회현역,FEMALE,5926301218.0
회현역 1번,MALE,536779050.0
회현역 1번,FEMALE,306301205.0
효창공원앞역 2번,MALE,1845333076.0
효창공원앞역 2번,FEMALE,1624222379.0
효창공원앞역 5번,MALE,6566940082.0
효창공원앞역 5번,FEMALE,3276639480.0
효창공원앞역 6번,MALE,736692685.0
효창공원앞역 6번,FEMALE,556828536.0
효창동주민센터,MALE,696335696.0
효창동주민센터,FEMALE,663411605.0
후암동주민센터,MALE,6852027570.0
후암동주민센터,FEMALE,5963334062.0
후암시장,MALE,1694657038.0
후암시장,FEMALE,913396100.0
휘문고교사거리,MALE,1603285564.0
휘문고교사거리,FEMALE,1125698637.0
흑리단길,MALE,4141595943.0
흑리단길,FEMALE,3314153723.0
흑석시장,MALE,763467494.0
흑석시장,FEMALE,500340327.0
